"id","location","date_test","sex","lp","age_group","age","doe_catalan","doe_spanish","doe_english","doe_others","test_language","list","version","filename"
"25024","Oxford",2022-04-01,"m","Monolingual","25 months",24.969199178644764,0,0,1,0,"English",1,"British","25024.csv"
"25026","Oxford",2022-03-31,"m","Monolingual","25 months",25.626283367556468,0,0,1,0,"English",4,"British","25026.csv"
"30482","Oxford",2022-03-30,"m","Monolingual","30 months",30.42299794661191,0,0,1,0,"English",3,"British","30482.csv"
"25025","Oxford",2022-03-29,"f","Monolingual","25 months",25.13347022587269,0,0,1,0,"English",2,"British","25025.csv"
"30480","Oxford",2022-03-28,"m","Monolingual","30 months",29.79876796714579,0,0,1,0,"English",1,"British","30480.csv"
"30479","Oxford",2022-03-26,"f","Monolingual","30 months",29.9958932238193,0,0,1,0,"English",4,"British","30479.csv"
"30478","Oxford",2022-03-25,"m","Monolingual","30 months",29.73305954825462,0,0,1,0,"English",3,"British","30478.csv"
"210127","Oxford",2022-03-22,"m","Monolingual","21 months",20.79671457905544,0,0,1,0,"English",2,"British","210127.csv"
"30477","Oxford",2022-03-18,"f","Monolingual","30 months",30.850102669404517,0,0,1,0,"English",2,"British","30477.csv"
"25023","Oxford",2022-03-02,"m","Monolingual","25 months",25.06776180698152,0,0,1,0,"English",4,"British","25023.csv"
"210124","Oxford",2022-03-01,"f","Monolingual","21 months",22.11088295687885,0,0,1,0,"English",4,"British","210124.csv"
"210126","Oxford",2022-03-01,"m","Monolingual","21 months",21.388090349075977,0,0,1,0,"English",2,"British","210126.csv"
"210125","Oxford",2022-02-25,"m","Monolingual","21 months",20.895277207392198,0,0,1,0,"English",1,"British","210125.csv"
"25022","Oxford",2022-02-09,"f","Monolingual","25 months",24.83778234086242,0,0,1,0,"English",3,"British","25022.csv"
"25019","Oxford",2022-02-08,"f","Monolingual","25 months",25.626283367556468,0,0,1,0,"English",4,"British","25019.csv"
"30476","Oxford",2022-02-08,"m","Monolingual","30 months",31.704312114989733,0,0,1,0,"English",1,"British","30476.csv"
"25020","Oxford",2022-02-07,"m","Monolingual","25 months",24.607802874743328,0,0,1,0,"English",1,"British","25020.csv"
"30475","Oxford",2022-02-07,"m","Monolingual","30 months",29.930184804928132,0,0,1,0,"English",4,"British","30475.csv"
"25021","Oxford",2022-02-04,"m","Monolingual","25 months",26.184804928131417,0,0,1,0,"English",2,"British","25021.csv"
"25018","Oxford",2022-02-02,"m","Monolingual","25 months",24.93634496919918,0,0,1,0,"English",3,"British","25018.csv"
"25015","Oxford",2022-01-28,"m","Monolingual","25 months",25.88911704312115,0,0,1,0,"English",1,"British","25015.csv"
"25016","Oxford",2022-01-24,"m","Monolingual","25 months",24.83778234086242,0,0,1,0,"English",2,"British","25016.csv"
"30471","Oxford",2022-01-22,"m","Monolingual","30 months",30.94866529774127,0,0,1,0,"English",1,"British","30471.csv"
"30470","Oxford",2022-01-22,"m","Monolingual","30 months",30.94866529774127,0,0,1,0,"English",2,"British","30470.csv"
"25014","Oxford",2022-01-20,"f","Monolingual","25 months",25.75770020533881,0,0,1,0,"English",4,"British","25014.csv"
"210122","Oxford",2022-01-19,"m","Monolingual","21 months",21.322381930184804,0,0,1,0,"English",3,"British","210122.csv"
"30472","Oxford",2022-01-17,"m","Monolingual","30 months",29.864476386036962,0,0,1,0,"English",3,"British","30472.csv"
"30469","Oxford",2022-01-14,"f","Monolingual","30 months",30.652977412731005,0,0,1,0,"English",4,"British","30469.csv"
"30467","Oxford",2022-01-13,"f","Monolingual","30 months",30.62012320328542,0,0,1,0,"English",2,"British","30467.csv"
"30468","Oxford",2022-01-13,"m","Monolingual","30 months",30.2258726899384,0,0,1,0,"English",3,"British","30468.csv"
"30462","Oxford",2021-12-16,"m","Monolingual","30 months",30.390143737166323,0,0,1,0,"English",1,"British","30462.csv"
"30466","Oxford",2021-12-14,"f","Monolingual","30 months",30.55441478439425,0,0,1,0,"English",1,"British","30466.csv"
"30465","Oxford",2021-12-13,"f","Monolingual","30 months",32.558521560574945,0,0,1,0,"English",4,"British","30465.csv"
"25011","Oxford",2021-12-10,"m","Monolingual","25 months",24.804928131416837,0,0,1,0,"English",2,"British","25011.csv"
"25012","Oxford",2021-12-09,"f","Monolingual","25 months",25.034907597535934,0,0,1,0,"English",1,"British","25012.csv"
"25013","Oxford",2021-12-08,"f","Monolingual","25 months",25.06776180698152,0,0,1,0,"English",3,"British","25013.csv"
"30464","Oxford",2021-12-07,"m","Monolingual","30 months",31.277207392197127,0,0,1,0,"English",3,"British","30464.csv"
"30461","Oxford",2021-12-06,"m","Monolingual","30 months",30.55441478439425,0,0,1,0,"English",4,"British","30461.csv"
"30463","Oxford",2021-12-03,"f","Monolingual","30 months",32,0,0,1,0,"English",2,"British","30463.csv"
"30460","Oxford",2021-12-02,"m","Monolingual","30 months",30.751540041067763,0,0,1,0,"English",3,"British","30460.csv"
"25010","Oxford",2021-11-29,"m","Monolingual","25 months",25.39630390143737,0,0,1,0,"English",4,"British","25010.csv"
"30458","Oxford",2021-11-29,"m","Monolingual","30 months",30.29158110882957,0,0,1,0,"English",1,"British","30458.csv"
"30459","Oxford",2021-11-29,"m","Monolingual","30 months",30.127310061601644,0,0,1,0,"English",2,"British","30459.csv"
"30456","Oxford",2021-11-28,"m","Monolingual","30 months",29.963039014373717,0,0,1,0,"English",3,"British","30456.csv"
"30457","Oxford",2021-11-28,"m","Monolingual","30 months",30.521560574948666,0,0,1,0,"English",4,"British","30457.csv"
"25008","Oxford",2021-11-26,"m","Monolingual","25 months",25.166324435318277,0,0,1,0,"English",3,"British","25008.csv"
"30454","Oxford",2021-11-26,"m","Monolingual","30 months",31.04722792607803,0,0,1,0,"English",1,"British","30454.csv"
"30455","Oxford",2021-11-26,"m","Monolingual","30 months",29.864476386036962,0,0,1,0,"English",2,"British","30455.csv"
"210121","Oxford",2021-11-25,"f","Monolingual","21 months",20.993839835728952,0,0,1,0,"English",2,"British","210121.csv"
"30451","Oxford",2021-11-25,"m","Monolingual","30 months",31.014373716632445,0,0,1,0,"English",2,"British","30451.csv"
"30552","Oxford",2021-11-25,"m","Monolingual","30 months",32.13141683778234,0,0,1,0,"English",3,"British","30552.csv"
"25007","Oxford",2021-11-24,"m","Monolingual","25 months",25.06776180698152,0,0,1,0,"English",2,"British","25007.csv"
"30500","Oxford",2021-11-24,"m","Monolingual","30 months",30.718685831622178,0,0,1,0,"English",2,"British","30500.csv"
"210120","Oxford",2021-11-23,"f","Monolingual","21 months",20.993839835728952,0,0,1,0,"English",1,"British","210120.csv"
"25006","Oxford",2021-11-23,"m","Monolingual","25 months",24.706365503080082,0,0,1,0,"English",1,"British","25006.csv"
"30449","Oxford",2021-11-23,"m","Monolingual","30 months",31.967145790554415,0,0,1,0,"English",1,"British","30449.csv"
"210119","Oxford",2021-10-12,"f","Monolingual","21 months",22.833675564681723,0,0,1,0,"English",3,"British","210119.csv"
"210118","Oxford",2021-09-24,"m","Monolingual","21 months",21.749486652977414,0,0,1,0,"English",2,"British","210118.csv"
"210117","Oxford",2021-09-08,"m","Monolingual","21 months",20.10677618069815,0,0,1,0,"English",1,"British","210117.csv"
"210115","Oxford",2021-09-06,"f","Monolingual","21 months",21.650924024640656,0,0,1,0,"English",2,"British","210115.csv"
"210116","Oxford",2021-09-06,"f","Monolingual","21 months",22.80082135523614,0,0,1,0,"English",4,"British","210116.csv"
"210114","Oxford",2021-09-04,"m","Monolingual","21 months",22.570841889117045,0,0,1,0,"English",3,"British","210114.csv"
"210113","Oxford",2021-08-31,"m","Monolingual","21 months",20.041067761806982,0,0,1,0,"English",1,"British","210113.csv"
"210112","Oxford",2021-08-27,"m","Monolingual","21 months",22.17659137577002,0,0,1,0,"English",4,"British","210112.csv"
"210111","Oxford",2021-08-20,"f","Monolingual","21 months",20.73100616016427,0,0,1,0,"English",3,"British","210111.csv"
"210109","Oxford",2021-08-19,"m","Monolingual","21 months",20.895277207392198,0,0,1,0,"English",1,"British","210109.csv"
"210110","Oxford",2021-08-19,"m","Monolingual","21 months",21.519507186858316,0,0,1,0,"English",2,"British","210110.csv"
"210108","Oxford",2021-08-14,"m","Monolingual","21 months",21.782340862423,0,0,1,0,"English",4,"British","210108.csv"
"210107","Oxford",2021-08-14,"m","Monolingual","21 months",21.782340862423,0,0,1,0,"English",3,"British","210107.csv"
"210105","Oxford",2021-08-12,"f","Monolingual","21 months",21.125256673511295,0,0,1,0,"English",1,"British","210105.csv"
"210103","Oxford",2021-08-11,"m","Monolingual","21 months",21.61806981519507,0,0,1,0,"English",4,"British","210103.csv"
"210104","Oxford",2021-08-11,"f","Monolingual","21 months",21.256673511293634,0,0,1,0,"English",3,"British","210104.csv"
"210100","Oxford",2021-08-10,"f","Monolingual","21 months",21.125256673511295,0,0,1,0,"English",1,"British","210100.csv"
"210101","Oxford",2021-08-10,"m","Monolingual","21 months",21.453798767967147,0,0,1,0,"English",2,"British","210101.csv"
"30446","Oxford",2020-12-17,"m","Monolingual","30 months",31.967145790554415,0,0,1,0,"English",3,"British","30446.csv"
"25005","Oxford",2020-12-08,"f","Monolingual","25 months",24.772073921971252,0,0,1,0,"English",1,"British","25005.csv"
"25004","Oxford",2020-12-04,"f","Monolingual","25 months",24.739219712525667,0,0,1,0,"English",4,"British","25004.csv"
"210099","Oxford",2020-12-02,"m","Monolingual","21 months",21.585215605749486,0,0,1,0,"English",4,"British","210099.csv"
"25002","Oxford",2020-12-02,"f","Monolingual","25 months",25.034907597535934,0,0,1,0,"English",2,"British","25002.csv"
"25003","Oxford",2020-12-01,"m","Monolingual","25 months",25.462012320328544,0,0,1,0,"English",3,"British","25003.csv"
"25001","Oxford",2020-11-30,"m","Monolingual","25 months",25.166324435318277,0,0,1,0,"English",1,"British","25001.csv"
"210096","Oxford",2020-11-27,"f","Monolingual","21 months",21.519507186858316,0,0,1,0,"English",2,"British","210096.csv"
"210098","Oxford",2020-11-27,,"Monolingual","21 months",21.125256673511295,0,0,1,0,"English",3,"British","210098.csv"
"210095","Oxford",2020-11-25,"m","Monolingual","21 months",21.815195071868583,0,0,1,0,"English",1,"British","210095.csv"
"210094","Oxford",2020-11-23,"m","Monolingual","21 months",21.782340862423,0,0,1,0,"English",4,"British","210094.csv"
"210093","Oxford",2020-11-20,"f","Monolingual","21 months",21.848049281314168,0,0,1,0,"English",3,"British","210093.csv"
"210092","Oxford",2020-11-19,"m","Monolingual","21 months",21.28952772073922,0,0,1,0,"English",2,"British","210092.csv"
"210090","Oxford",2020-11-17,"f","Monolingual","21 months",21.22381930184805,0,0,1,0,"English",1,"British","210090.csv"
"30445","Oxford",2020-11-12,"m","Monolingual","30 months",32.13141683778234,0,0,1,0,"English",2,"British","30445.csv"
"30444","Oxford",2020-11-11,"f","Monolingual","30 months",31.17864476386037,0,0,1,0,"English",1,"British","30444.csv"
"30443","Oxford",2020-11-10,,"Monolingual","30 months",28.813141683778234,0,0,1,0,"English",4,"British","30443.csv"
"30442","Oxford",2020-11-06,"f","Monolingual","30 months",30.16016427104723,0,0,1,0,"English",3,"British","30442.csv"
"30441","Oxford",2020-11-05,"m","Monolingual","30 months",31.638603696098563,0,0,1,0,"English",2,"British","30441.csv"
"30440","Oxford",2020-11-04,"f","Monolingual","30 months",29.17453798767967,0,0,1,0,"English",1,"British","30440.csv"
"30438","Oxford",2020-11-02,,"Monolingual","30 months",31.145790554414784,0,0,1,0,"English",3,"British","30438.csv"
"30439","Oxford",2020-11-02,"f","Monolingual","30 months",30.028747433264886,0,0,1,0,"English",4,"British","30439.csv"
"30436","Oxford",2020-10-30,"f","Monolingual","30 months",29.568788501026695,0,0,1,0,"English",1,"British","30436.csv"
"30437","Oxford",2020-10-30,"f","Monolingual","30 months",31.540041067761805,0,0,1,0,"English",2,"British","30437.csv"
